"numGeoids","profile","category","variable","base","estimate","moe","cv","percent","percent_moe","is_reliable","comparison_estimate","comparison_moe","comparison_cv","comparison_percent","comparison_percent_moe","comparison_is_reliable","difference_estimate","difference_moe","difference_reliable","difference_percent","difference_percent_moe","difference_percent_reliable"
"","economic","economic__special_variable","ern65t75","MdEWrk","3352","393.401830194014","7.13454799373987","0","0","true","221820","0","","0","0","false","-218468","393.401830194014","true","0","0",""
"","economic","economic__special_variable","ern75t100","MdEWrk","4381","435.656975153618","6.04512821188509","0","0","true","391186","0","","0","0","false","-386805","435.656975153618","true","0","0",""
"","economic","economic__special_variable","ernu2pt5k","MdEWrk","2767","433.719955731806","9.52871512675566","0","0","true","175652","0","","0","0","false","-172885","433.719955731806","true","0","0",""
"","economic","economic__special_variable","ff10t12p5","MdEFFTWrk","405","122.00409829182","18.3127469386198","0","0","true","22815","0","","0","0","false","-22410","122.00409829182","true","0","0",""
"","economic","economic__special_variable","ff12p5t15","MdEFFTWrk","508","160.424437041244","19.1973334898456","0","0","true","23183","0","","0","0","false","-22675","160.424437041244","true","0","0",""
"","economic","economic__special_variable","ff15t17p5","MdEFFTWrk","757","192.002604149006","15.4186140419113","0","0","true","34778","0","","0","0","false","-34021","192.002604149006","true","0","0",""
"","economic","economic__special_variable","ff17p5t20","MdEFFTWrk","709","186.002688152618","15.9480314456868","0","0","true","33443","0","","0","0","false","-32734","186.002688152618","true","0","0",""
"","economic","economic__special_variable","ff20t22p5","MdEFFTWrk","1212","246.077223651438","12.3424931862449","0","0","true","56003","0","","0","0","false","-54791","246.077223651438","true","0","0",""
"","economic","economic__special_variable","ff22p5t25","MdEFFTWrk","768","184.783657286027","14.6263659832532","0","0","true","32627","0","","0","0","false","-31859","184.783657286027","true","0","0",""
"","economic","economic__special_variable","fft100pl","MdEFFTWrk","1079","201.804360706106","11.3695480001524","0","0","true","216925","0","","0","0","false","-215846","201.804360706106","true","0","0",""
"","economic","economic__special_variable","fft25t30","MdEFFTWrk","1394","274.885430679765","11.987346146087","0","0","true","84078","0","","0","0","false","-82684","274.885430679765","true","0","0",""
"","economic","economic__special_variable","fft2p5t5","MdEFFTWrk","37","28.3019433961698","46.4995373304359","0","0","false","2238","0","","0","0","false","-2201","28.3019433961698","true","0","0",""
"","economic","economic__special_variable","fft30t35","MdEFFTWrk","1560","270.972323309965","10.5592831155001","0","0","true","89523","0","","0","0","false","-87963","270.972323309965","true","0","0",""
"","economic","economic__special_variable","fft35t40","MdEFFTWrk","1598","278.632374285545","10.5995858913895","0","0","true","89490","0","","0","0","false","-87892","278.632374285545","true","0","0",""
"","economic","economic__special_variable","fft40t45","MdEFFTWrk","1781","278.217540784186","9.49630567794076","0","0","true","94744","0","","0","0","false","-92963","278.217540784186","true","0","0",""
"","economic","economic__special_variable","fft45t50","MdEFFTWrk","1447","269.358497174305","11.3160861975959","0","0","true","65731","0","","0","0","false","-64284","269.358497174305","true","0","0",""
"","economic","economic__special_variable","fft50t55","MdEFFTWrk","1504","240.360146446952","9.71513235008373","0","0","true","83393","0","","0","0","false","-81889","240.360146446952","true","0","0",""
"","economic","economic__special_variable","fft55t65","MdEFFTWrk","1802","283.439587919542","9.56180359949743","0","0","true","125371","0","","0","0","false","-123569","283.439587919542","true","0","0",""
"","economic","economic__special_variable","fft5t7p5","MdEFFTWrk","256","108.466584716216","25.7566927992534","0","0","false","10332","0","","0","0","false","-10076","108.466584716216","true","0","0",""
"","economic","economic__special_variable","fft65t75","MdEFFTWrk","1324","247.487373415292","11.3631609755504","0","0","true","94257","0","","0","0","false","-92933","247.487373415292","true","0","0",""
"","economic","economic__special_variable","fft75t100","MdEFFTWrk","1725","260.823695242591","9.19161958477921","0","0","true","171740","0","","0","0","false","-170015","260.823695242591","true","0","0",""
"","economic","economic__special_variable","fft7p5t10","MdEFFTWrk","400","157.543644746464","23.942803152958","0","0","false","10188","0","","0","0","false","-9788","157.543644746464","true","0","0",""
"","economic","economic__special_variable","fftu2pt5k","MdEFFTWrk","70","64","55.5796786799826","0","0","false","1176","0","","0","0","false","-1106","64","true","0","0",""
"","economic","economic__special_variable","fwrkern","MdEFFTWrk","20336","942.142770497126","2.81634130347884","0","0","true","1342035","5633","0.3","0","0","true","-1321699","5711.245223241601","true","0","0",""
"","economic","economic__special_variable","hh5","MnHHInc","46453","512.015624761589","0.670044343623049","0","0","true","3154103","5930","0.1","0","0","true","-3107650","5952.063507725703","true","0","0",""
"","economic","economic__special_variable","mdfam","MdFamInc","24322","764.094235026021","1.90977294506911","0","0","true","1887978","7339","0.2","0","0","true","-1863656","7378.6693244785","true","0","0",""
"","economic","economic__special_variable","mdfami10t14","MdFamInc","1778","331.730312151302","11.3419439946971","0","0","true","77738","0","","0","0","false","-75960","331.730312151302","true","0","0",""
"","economic","economic__special_variable","mdfami15t19","MdFamInc","1714","292.357657672926","10.369020995447","0","0","true","84551","0","","0","0","false","-82837","292.357657672926","true","0","0",""
"","economic","economic__special_variable","mdfami200pl","MdFamInc","754","160.589538887189","12.9473236063942","0","0","true","222929","0","","0","0","false","-222175","160.589538887189","true","0","0",""
"","economic","economic__special_variable","mdfami20t24","MdFamInc","1724","286.630424065555","10.1069268494684","0","0","true","83811","0","","0","0","false","-82087","286.630424065555","true","0","0",""
"","economic","economic__special_variable","mdfami25t29","MdFamInc","1198","272.91756997306","13.8486926018064","0","0","true","80705","0","","0","0","false","-79507","272.91756997306","true","0","0",""
"","economic","economic__special_variable","mdfami30t34","MdFamInc","1365","276.481464116494","12.3131017119919","0","0","true","79928","0","","0","0","false","-78563","276.481464116494","true","0","0",""
"","economic","economic__special_variable","mdfami35t39","MdFamInc","966","218.44907873461","13.7469764538133","0","0","true","74610","0","","0","0","false","-73644","218.44907873461","true","0","0",""
"","economic","economic__special_variable","mdfami40t44","MdFamInc","1350","266.737698872881","12.0111538386978","0","0","true","73356","0","","0","0","false","-72006","266.737698872881","true","0","0",""
"","economic","economic__special_variable","mdfami45t49","MdFamInc","1102","249.040157404383","13.7379485436473","0","0","true","62927","0","","0","0","false","-61825","249.040157404383","true","0","0",""
"","economic","economic__special_variable","mdfami50t59","MdFamInc","1644","276.204634284076","10.2132331360266","0","0","true","125090","0","","0","0","false","-123446","276.204634284076","true","0","0",""
"","economic","economic__special_variable","mdfami60t74","MdFamInc","2009","305.941170815567","9.25746513986656","0","0","true","161984","0","","0","0","false","-159975","305.941170815567","true","0","0",""
"","economic","economic__special_variable","mdfami75t99","MdFamInc","2230","310.497987111028","8.46424106508452","0","0","true","214732","0","","0","0","false","-212502","310.497987111028","true","0","0",""
"","economic","economic__special_variable","mdfamiu10","MdFamInc","2588","379.225526566976","8.90773705545294","0","0","true","112405","0","","0","0","false","-109817","379.225526566976","true","0","0",""
"","economic","economic__special_variable","mdfi100t124","MdFamInc","1839","288.918673678252","9.55054116824598","0","0","true","164569","0","","0","0","false","-162730","288.918673678252","true","0","0",""
"","economic","economic__special_variable","mdfi125t149","MdFamInc","1058","219.244156136486","12.5972705360511","0","0","true","120186","0","","0","0","false","-119128","219.244156136486","true","0","0",""
"","economic","economic__special_variable","mdfi150t199","MdFamInc","1003","202.829978060444","12.2932102210356","0","0","true","148457","0","","0","0","false","-147454","202.829978060444","true","0","0",""
"","economic","economic__special_variable","mdhh","MdHHInc","46453","512.015624761589","0.670044343623049","0","0","true","3154103","5930","0.1","0","0","true","-3107650","5952.063507725703","true","0","0",""
"","economic","economic__special_variable","mdhhi10t14","MdHHInc","3890","439.300580468544","6.86509060670794","0","0","true","196924","0","","0","0","false","-193034","439.300580468544","true","0","0",""
"","economic","economic__special_variable","mdhhi15t19","MdHHInc","2734","365","8.115746103886","0","0","true","153690","0","","0","0","false","-150956","365","true","0","0",""
"","economic","economic__special_variable","mdhhi200pl","MdHHInc","1942","263.638009399252","8.25263991307967","0","0","true","320979","0","","0","0","false","-319037","263.638009399252","true","0","0",""
"","economic","economic__special_variable","mdhhi20t24","MdHHInc","2505","323.867256758074","7.85947270827521","0","0","true","144081","0","","0","0","false","-141576","323.867256758074","true","0","0",""
"","economic","economic__special_variable","mdhhi25t29","MdHHInc","2118","353.66933709328","10.1509233948779","0","0","true","130669","0","","0","0","false","-128551","353.66933709328","true","0","0",""
"","economic","economic__special_variable","mdhhi30t34","MdHHInc","1945","319.715498529552","9.99259260451324","0","0","true","127929","0","","0","0","false","-125984","319.715498529552","true","0","0",""
"","economic","economic__special_variable","mdhhi35t39","MdHHInc","1554","268.888452708553","10.5185344892308","0","0","true","117013","0","","0","0","false","-115459","268.888452708553","true","0","0",""
"","economic","economic__special_variable","mdhhi40t44","MdHHInc","2040","320.062493897676","9.53759145055355","0","0","true","118136","0","","0","0","false","-116096","320.062493897676","true","0","0",""
"","economic","economic__special_variable","mdhhi45t49","MdHHInc","1702","290.330845760488","10.3697365073983","0","0","true","97109","0","","0","0","false","-95407","290.330845760488","true","0","0",""
"","economic","economic__special_variable","mdhhi50t59","MdHHInc","2730","346.988472431002","7.72656562635139","0","0","true","200625","0","","0","0","false","-197895","346.988472431002","true","0","0",""
"","economic","economic__special_variable","mdhhi60t74","MdHHInc","3999","424.499705535822","6.45297655015308","0","0","true","261749","0","","0","0","false","-257750","424.499705535822","true","0","0",""
"","economic","economic__special_variable","mdhhi75t99","MdHHInc","4863","449.667655052039","5.62110215093613","0","0","true","345558","0","","0","0","false","-340695","449.667655052039","true","0","0",""
"","economic","economic__special_variable","mdhhiu10","MdHHInc","5608","540.607066176535","5.86013756050339","0","0","true","277465","0","","0","0","false","-271857","540.607066176535","true","0","0",""
"","economic","economic__special_variable","mdhi100t124","MdHHInc","3654","382.027485922152","6.35565281204346","0","0","true","257611","0","","0","0","false","-253957","382.027485922152","true","0","0",""
"","economic","economic__special_variable","mdhi125t149","MdHHInc","2532","316.362134270206","7.59547420423338","0","0","true","182551","0","","0","0","false","-180019","316.362134270206","true","0","0",""
"","economic","economic__special_variable","mdhi150t199","MdHHInc","2637","306.965796140221","7.07642575645442","0","0","true","222014","0","","0","0","false","-219377","306.965796140221","true","0","0",""
"","economic","economic__special_variable","mf10t12p5","MdEMFTWrk","431","152.029602380589","21.442972430072","0","0","false","22057","0","","0","0","false","-21626","152.029602380589","true","0","0",""
"","economic","economic__special_variable","mf12p5t15","MdEMFTWrk","710","197.739727925372","16.9304959908705","0","0","true","25036","0","","0","0","false","-24326","197.739727925372","true","0","0",""
"","economic","economic__special_variable","mf15t17p5","MdEMFTWrk","935","224.403654159196","14.5899032335352","0","0","true","41647","0","","0","0","false","-40712","224.403654159196","true","0","0",""
"","economic","economic__special_variable","mf17p5t20","MdEMFTWrk","887","237.255136930689","16.2602082036501","0","0","true","37001","0","","0","0","false","-36114","237.255136930689","true","0","0",""
"","economic","economic__special_variable","mf20t22p5","MdEMFTWrk","1789","314.116220529918","10.6736785771174","0","0","true","63320","0","","0","0","false","-61531","314.116220529918","true","0","0",""
"","economic","economic__special_variable","mf22p5t25","MdEMFTWrk","973","228.405341443671","14.2701163289467","0","0","true","38980","0","","0","0","false","-38007","228.405341443671","true","0","0",""
"","economic","economic__special_variable","mft100pl","MdEMFTWrk","2629","330.723449425649","7.647306566012","0","0","true","363256","0","","0","0","false","-360627","330.723449425649","true","0","0",""
"","economic","economic__special_variable","mft25t30","MdEMFTWrk","2335","378.452110576754","9.85276545177468","0","0","true","103385","0","","0","0","false","-101050","378.452110576754","true","0","0",""
"","economic","economic__special_variable","mft2p5t5","MdEMFTWrk","21","23.6008474424119","68.3191415325283","0","0","false","1891","0","","0","0","false","-1870","23.6008474424119","true","0","0",""
"","economic","economic__special_variable","mft30t35","MdEMFTWrk","2182","369.242467763393","10.2870534481734","0","0","true","106658","0","","0","0","false","-104476","369.242467763393","true","0","0",""
"","economic","economic__special_variable","mft35t40","MdEMFTWrk","2031","357.106426713382","10.6886249968462","0","0","true","88552","0","","0","0","false","-86521","357.106426713382","true","0","0",""
"","economic","economic__special_variable","mft40t45","MdEMFTWrk","2399","359.912489363734","9.12012450384555","0","0","true","99614","0","","0","0","false","-97215","359.912489363734","true","0","0",""
"","economic","economic__special_variable","mft45t50","MdEMFTWrk","1030","220.635445928346","13.0218340914419","0","0","true","67213","0","","0","0","false","-66183","220.635445928346","true","0","0",""
"","economic","economic__special_variable","mft50t55","MdEMFTWrk","2006","303.415556621608","9.19477302504667","0","0","true","98002","0","","0","0","false","-95996","303.415556621608","true","0","0",""
"","economic","economic__special_variable","mft55t65","MdEMFTWrk","2333","323.154761685481","8.42034563388728","0","0","true","133527","0","","0","0","false","-131194","323.154761685481","true","0","0",""
"","economic","economic__special_variable","mft5t7p5","MdEMFTWrk","264","100.84641788383","23.2215201906212","0","0","false","9728","0","","0","0","false","-9464","100.84641788383","true","0","0",""
"","economic","economic__special_variable","mft65t75","MdEMFTWrk","1741","287.628232272147","10.0430780714066","0","0","true","104166","0","","0","0","false","-102425","287.628232272147","true","0","0",""
"","economic","economic__special_variable","mft75t100","MdEMFTWrk","2260","324.568944910014","8.73036944643232","0","0","true","177860","0","","0","0","false","-175600","324.568944910014","true","0","0",""
"","economic","economic__special_variable","mft7p5t10","MdEMFTWrk","177","102.083299319722","35.0602920405001","0","0","false","10596","0","","0","0","false","-10419","102.083299319722","true","0","0",""
"","economic","economic__special_variable","mftu2pt5k","MdEMFTWrk","13","21","98.1996726677578","0","0","false","2252","0","","0","0","false","-2239","21","true","0","0",""
"","economic","economic__special_variable","mwrkern","MdEMFTWrk","27146","1162.17425543677","2.60255252737089","0","0","true","1594741","6501","0.2","0","0","true","-1567595","6604.063143247497","true","0","0",""
"","economic","economic__special_variable","nf100t124","MdNFInc","1737","259.356896958612","9.0767856734653","0","0","true","87790","0","","0","0","false","-86053","259.356896958612","true","0","0",""
"","economic","economic__special_variable","nf125t149","MdNFInc","1420","239.106670755962","10.2361689608272","0","0","true","57550","0","","0","0","false","-56130","239.106670755962","true","0","0",""
"","economic","economic__special_variable","nf150t199","MdNFInc","1459","229.897803382286","9.57885562548715","0","0","true","66764","0","","0","0","false","-65305","229.897803382286","true","0","0",""
"","economic","economic__special_variable","nfam","MdNFInc","22131","738.577687179893","2.02875331644273","0","0","true","1266125","5924","0.3","0","0","true","-1243994","5969.863733788235","true","0","0",""
"","economic","economic__special_variable","nfi200pl","MdNFInc","1001","189.282857121293","11.4950616023061","0","0","true","88242","0","","0","0","false","-87241","189.282857121293","true","0","0",""
"","economic","economic__special_variable","nfmi10t14","MdNFInc","2237","331.990963732449","9.02182454335821","0","0","true","123698","0","","0","0","false","-121461","331.990963732449","true","0","0",""
"","economic","economic__special_variable","nfmi15t19","MdNFInc","1182","238.606370409509","12.2715283667119","0","0","true","73560","0","","0","0","false","-72378","238.606370409509","true","0","0",""
"","economic","economic__special_variable","nfmi20t24","MdNFInc","891","196.022957839127","13.3740619869159","0","0","true","63421","0","","0","0","false","-62530","196.022957839127","true","0","0",""
"","economic","economic__special_variable","nfmi25t29","MdNFInc","867","220.417785126337","15.4547375484297","0","0","true","52665","0","","0","0","false","-51798","220.417785126337","true","0","0",""
"","economic","economic__special_variable","nfmi30t34","MdNFInc","629","166.709327873398","16.1117736817158","0","0","true","49935","0","","0","0","false","-49306","166.709327873398","true","0","0",""
"","economic","economic__special_variable","nfmi35t39","MdNFInc","572","156.84705926475","16.66918818041","0","0","true","43983","0","","0","0","false","-43411","156.84705926475","true","0","0",""
"","economic","economic__special_variable","nfmi40t44","MdNFInc","813","191.637678967368","14.3292828144003","0","0","true","47018","0","","0","0","false","-46205","191.637678967368","true","0","0",""
"","economic","economic__special_variable","nfmi45t49","MdNFInc","620","160.430670384437","15.730039257225","0","0","true","35258","0","","0","0","false","-34638","160.430670384437","true","0","0",""
"","economic","economic__special_variable","nfmi50t59","MdNFInc","1083","210.888596182914","11.8374657911808","0","0","true","76129","0","","0","0","false","-75046","210.888596182914","true","0","0",""
"","economic","economic__special_variable","nfmi60t74","MdNFInc","1832","285.506567350035","9.47381131621676","0","0","true","99898","0","","0","0","false","-98066","285.506567350035","true","0","0",""
"","economic","economic__special_variable","nfmi75t99","MdNFInc","2461","316.835919680834","7.82630728559039","0","0","true","124990","0","","0","0","false","-122529","316.835919680834","true","0","0",""
"","economic","economic__special_variable","nfmiu10","MdNFInc","3327","419.401955169501","7.66322800864806","0","0","true","175224","0","","0","0","false","-171897","419.401955169501","true","0","0",""
"","economic","economic__special_variable","pop_6","PerCapInc","129976","2695.49030790318","1.26069115210196","0","0","true","8443713","0","","0","0","false","-8313737","2695.49030790318","true","0","0",""
"","economic","economic__special_variable","wrke16pl","MdEWrk","70551","1850.33888787973","1.59434461830365","0","0","true","4379105","12835","0.2","0","0","true","-4308554","12967.689809676973","true","0","0",""
"","economic","economic__special_variable","wrkrnothm","MnTrvTm","61806","1815.71638754515","1.78587670937128","0","0","true","3788938","10642","0.2","0","0","true","-3727132","10795.785751857065","true","0","0",""
"","economic","employment_status","cvem16pl1","Pop16pl","66190","1792.39420887259","1.64617214500633","0.622144938434063","0.0117500520409408","true","4053141","9894","0.1","0.591","0.001","true","-3986951","10055.044157038794","true","3.114493843406308","1.1792528268561286","false"
"","economic","employment_status","cvlf1","Pop16pl","72157","1919.74425380049","1.61733135172657","0.678231036751574","0.0123435228092866","true","4354474","10392","0.1","0.635","0.002","true","-4282317","10567.83241729353","true","4.323103675157398","1.2504501403229902","true"
"","economic","employment_status","cvlf2","CvLF2","72157","1919.74425380049","1.61733135172657","1","0","true","4354474","10392","0.1","1","0","true","-4282317","10567.83241729353","true","0","0",""
"","economic","employment_status","cvlfuem1","Pop16pl","5967","646.823778165274","6.58967561879368","0.056086098317511","0.00598152099213936","true","301333","4545","0.9","0.044","0.001","true","-295366","4590.795791581238","true","1.2086098317511","0.6064535710126854","false"
"","economic","employment_status","cvlfuem2","CvLF2","5967","646.823778165274","6.58967561879368","0.0826946796568594","0.00868993379169621","true","301333","4545","0.9","0.069","0.001","true","-295366","4590.795791581238","true","1.3694679656859385","0.8747282395353638","false"
"","economic","employment_status","f16pl","F16pl","53940","1353.90176896258","1.52584462186689","1","0","true","3642664","1274","0","1","0","true","-3588724","1859.0658944749655","true","0","0",""
"","economic","employment_status","f16plclfe","F16pl","30297","1142.66092958498","2.29272437837039","0.561679644048943","0.0158113351797553","true","1986266","7118","0.2","0.545","0.002","true","-1955969","7209.132957575412","true","1.6679644048942919","1.5937324749360149","false"
"","economic","employment_status","f16plcvlf","F16pl","33189","1222.00654662731","2.23827509888756","0.615294771968854","0.0165749446279275","true","2130364","7693","0.2","0.585","0.002","true","-2097175","7789.451135991547","true","3.029477196885395","1.6695172638186844","false"
"","economic","employment_status","f16pllf","F16pl","33189","1222.00654662731","2.23827509888756","0.615294771968854","0.0165749446279275","true","2130876","7736","0.2","0.585","0.002","true","-2097687","7831.921603284854","true","3.029477196885395","1.6695172638186844","false"
"","economic","employment_status","lf","Pop16pl","72157","1919.74425380049","1.61733135172657","0.678231036751574","0.0123435228092866","true","4356776","10369","0.1","0.635","0.002","true","-4284619","10545.215929510405","true","4.323103675157398","1.2504501403229902","true"
"","economic","employment_status","lfarmdf","Pop16pl","0","0","","0","0","false","2302","421","11.1","0","0.001","true","-2302","421","true","0","0.1",""
"","economic","employment_status","nlf1","Pop16pl","34233","1286.95376762338","2.28534664177978","0.321768963248426","0.0103602547167058","true","2503584","10436","0.3","0.365","0.002","true","-2469351","10515.053304667552","true","-4.323103675157398","1.0551534381075804","true"
"","economic","employment_status","oc6t17plf","OCh6t17","10957","976.165969494942","5.41584341716537","0.667702620353443","0.0407255133025311","true","708828","5943","0.5","0.669","0.005","true","-697871","6022.6363828476315","true","-0.1297379646557033","4.103129822165803","false"
"","economic","employment_status","och6t17","OCh6t17","16410","1065.63126831001","3.94759392508464","1","0","true","1060266","2788","0.2","1","0","true","-1043856","2984.7133865749993","true","0","0",""
"","economic","employment_status","ochu6","OChU6","8472","778.689283347344","5.58743325660889","1","0","true","619948","2582","0.3","1","0","true","-611476","2696.865031847163","true","0","0",""
"","economic","employment_status","ochu6plf","OChU6","5366","619.879020454798","7.02247767894441","0.633380547686497","0.0443219955300486","true","391319","4009","0.6","0.631","0.006","true","-385953","4056.640358720502","true","0.23805476864969677","4.472627066686476","false"
"","economic","employment_status","pop16pl","Pop16pl","106390","2064.64185756271","1.17971748582463","1","0","true","6860360","1728","0","1","0","true","-6753970","2692.3465601589996","true","0","0",""
"","economic","health_insurance_coverage","cni1864_2","NA","89916","1991.53634162171","1.34643488371769","","","true","5369877","1931","0","","","true","-5279961","2773.9823359206857","true","","",""
"","economic","health_insurance_coverage","cvlf18t64","NA","70078","1873.6344360627","1.62531393465319","","","true","4102491","9890","0.1","","","true","-4032413","10065.913073338155","true","","",""
